,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
1968,/html/body/document/type/sequence/filename/description/text/div[135]/p[8]/font[1],Section 5.15,1968,,,,,,,,,,,,1,o
1969,/html/body/document/type/sequence/filename/description/text/div[135]/p[8]/u,Regulatory Matters,1969,,,,,,,,,,,,1,o
1970,/html/body/document/type/sequence/filename/description/text/div[135]/p[8],.,1970,,,,,,,,,,,,1,o
1971,/html/body/document/type/sequence/filename/description/text/div[135]/p[10]/font[1],(a),1971,,,,,,,,,,,,1,o
1972,/html/body/document/type/sequence/filename/description/text/div[135]/p[10],"Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect or that, individually or in the aggregate, would not reasonably be expected to prevent, materially delay or materially impair the ability of the Company to perform its obligations under this Agreement or to consummate the Mergers, (i) each of Parent and its Subsidiaries holds (A) all authorizations under the FDCA, the",1972,,,,,,,,,,,,1,o
1973,/html/body/document/type/sequence/filename/description/text/div[135]/p[12],63,1973,,,,,,,,,,,,1,o
1975,/html/body/document/type/sequence/filename/description/text/div[137]/p[2]/font,"PHSA, and the regulations of the FDA promulgated thereunder, and (B) authorizations of any applicable Governmental Authority that are concerned with the quality, identity, strength, purity, safety, efficacy, manufacturing, marketing, distribution, sale, pricing, import or export of any of the Parent Products (any such Governmental Authority, a “",1975,,,,,,,,,,,,1,o
1976,/html/body/document/type/sequence/filename/description/text/div[137]/p[2]/font/u[1],Parent Regulatory Agency,1976,,,,,,,,,,,,1,o
1977,/html/body/document/type/sequence/filename/description/text/div[137]/p[2]/font,”) necessary for the lawful operation of the businesses of Parent or any of its Subsidiaries as currently conducted (the “,1977,,,,,,,,,,,,1,o
1978,/html/body/document/type/sequence/filename/description/text/div[137]/p[2]/font/u[2],Parent Regulatory Permits,1978,,,,,,,,,,,,1,o
1979,/html/body/document/type/sequence/filename/description/text/div[137]/p[2]/font,"”); (ii) all such Parent Regulatory Permits are valid and in full force and effect; and (iii) Parent and its Subsidiaries are in compliance with the terms of all Parent Regulatory Permits.  All Parent Regulatory Permits are in full force and effect, except where the failure to be in full force and effect (A) has not had, and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect or (B) individually or in the aggregate, would not reasonably be expected to prevent, materially delay or materially impair the ability of Parent to perform its obligations under this Agreement or to consummate the Mergers (in the case of this clause (B), as of the date of this Agreement).",1979,,,,,,,,,,,,1,o
1980,/html/body/document/type/sequence/filename/description/text/div[137]/p[4]/font[1],(b),1980,,,,,,,,,,,,1,o
1981,/html/body/document/type/sequence/filename/description/text/div[137]/p[4],"Neither Parent nor any of its Subsidiaries are party to any material corporate integrity agreements, monitoring agreements, consent decrees, settlement orders or similar agreements with or imposed by any Parent Regulatory Agency that have had or would reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect.",1981,,,,,,,,,,,,1,o
1982,/html/body/document/type/sequence/filename/description/text/div[137]/p[6]/font[1],(c),1982,,,,,,,,,,,,1,o
1983,/html/body/document/type/sequence/filename/description/text/div[137]/p[6],"All pre-clinical and clinical investigations in respect of a Parent Product conducted or sponsored by Parent or any of its Subsidiaries are being, and since January 1, 2019 have been, conducted in compliance with all Applicable Laws administered or issued by the applicable Parent Regulatory Agencies, including (i) FDA standards for the design, conduct, performance, monitoring, auditing, recording, analysis and reporting of clinical trials contained in Title 21 parts 50, 54, 56, 312, 314 and 320 of the Code of Federal Regulations and (ii) any Applicable Laws restricting the collection, use and disclosure of individually identifiable health information and personal information, except, in each case, for such noncompliance that has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect.",1983,,,,,,,,,,,,1,o
1984,/html/body/document/type/sequence/filename/description/text/div[137]/p[8]/font[1],(d),1984,,,,,,,,,,,,1,o
1985,/html/body/document/type/sequence/filename/description/text/div[137]/p[8],"Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect, during the period beginning on January 1, 2019 and ending on the date of this Agreement, neither Parent nor any of its Subsidiaries has received any written notice from the FDA or the EMA or any foreign agency with jurisdiction over the development, marketing, labeling, sale, use handling and control, safety, efficacy, reliability, or manufacturing of the Parent Products that would reasonably be expected to lead to the denial, limitation, revocation, or rescission of any of the Parent Regulatory Permits or of any application for marketing approval currently pending before the FDA or such other Parent Regulatory Agency.",1985,,,,,,,,,,,,1,o
1986,/html/body/document/type/sequence/filename/description/text/div[137]/p[10]/font[1],(e),1986,,,,,,,,,,,,1,o
1987,/html/body/document/type/sequence/filename/description/text/div[137]/p[10],"Since January 1, 2019, all reports, documents, claims, permits and notices required to be filed, maintained or furnished to the FDA or any other Parent Regulatory Agency by Parent and its Subsidiaries have been so filed, maintained or furnished, except where failure to file, maintain or furnish such reports, documents, claims, permits or notices have not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material",1987,,,,,,,,,,,,1,o
1988,/html/body/document/type/sequence/filename/description/text/div[137]/p[12],64,1988,,,,,,,,,,,,1,o
1990,/html/body/document/type/sequence/filename/description/text/div[139]/p[2]/font,"Adverse Effect.  Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect, since January 1, 2019, (i) neither Parent nor any of its Subsidiaries has been debarred or convicted of any crime or engaged in any conduct for which debarment is mandated by 21 U.S.C. § 335a(a) any similar Applicable Law or authorized by 21 U.S.C. § 335a(b) or any similar Applicable Law applicable in other jurisdictions in which material quantities of any of the Parent Products are sold or intended by Parent to be sold; and (ii) neither Parent nor any of its Subsidiaries has been excluded from participation in any federal health care program or convicted of any crime or engaged in any conduct for which such Person could reasonably be expected to be excluded from participating in any federal health care program under Section 1128 of the Social Security Act of 1935 or any similar Applicable Law or program.",1990,,,,,,,,,,,,1,o
1991,/html/body/document/type/sequence/filename/description/text/div[139]/p[4]/font[1],(f),1991,,,,,,,,,,,,1,o
1992,/html/body/document/type/sequence/filename/description/text/div[139]/p[4],"Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect, as to each Parent Product subject to the FDCA and the regulations of the FDA promulgated thereunder or any similar Applicable Law in any foreign jurisdiction in which material quantities of any of the Parent Products are sold that is or has been developed, manufactured, tested, distributed or marketed by or on behalf of Parent or any of its Subsidiaries, each such Parent Product is being or has been developed, manufactured, stored, distributed and marketed in compliance with Applicable Law.",1992,,,,,,,,,,,,1,o
1993,/html/body/document/type/sequence/filename/description/text/div[139]/p[6]/font[1],Section 5.16,1993,,,,,,,,,,,,1,o
1994,/html/body/document/type/sequence/filename/description/text/div[139]/p[6]/u[1],Specified Contracts,1994,,,,,,,,,,,,1,o
1995,/html/body/document/type/sequence/filename/description/text/div[139]/p[6],.,1995,,,,,,,,,,,,1,o
1996,/html/body/document/type/sequence/filename/description/text/div[139]/p[6]/u[2],Section 5.16,1996,,,,,,,,,,,,1,o
1997,/html/body/document/type/sequence/filename/description/text/div[139]/p[6],of the Parent Disclosure Schedule sets forth a list as of the date of this Agreement of each Parent Specified Contract.  “,1997,,,,,,,,,,,,1,o
1998,/html/body/document/type/sequence/filename/description/text/div[139]/p[6]/u[3],Parent Specified Contracts,1998,,,,,,,,,,,,1,o
1999,/html/body/document/type/sequence/filename/description/text/div[139]/p[6],” has the meaning set forth on Section 5.16,1999,,,,,,,,,,,,1,o
2000,/html/body/document/type/sequence/filename/description/text/div[139]/p[6]/u[4],(a),2000,,,,,,,,,,,,1,o
2001,/html/body/document/type/sequence/filename/description/text/div[139]/p[6],of the Parent Disclosure Schedule.  Parent has made available to the Company a true and complete copy of each Parent Specified Contract.,2001,,,,,,,,,,,,1,o
2002,/html/body/document/type/sequence/filename/description/text/div[139]/p[8]/font[1],Section 5.17,2002,,,,,,,,,,,,1,o
2003,/html/body/document/type/sequence/filename/description/text/div[139]/p[8]/u,Intellectual Property,2003,,,,,,,,,,,,1,o
2004,/html/body/document/type/sequence/filename/description/text/div[139]/p[8],.,2004,,,,,,,,,,,,1,o
2005,/html/body/document/type/sequence/filename/description/text/div[139]/p[10]/font[1],(a),2005,,,,,,,,,,,,1,o
2006,/html/body/document/type/sequence/filename/description/text/div[139]/p[10],"Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect, as of the date of this Agreement (i) to the knowledge of Parent, the material Parent Products currently marketed and sold by Parent do not infringe, misappropriate or otherwise violate and, since January 1, 2020, have not infringed, misappropriated or otherwise violated, any Intellectual Property Rights of any Third Party (other than with respect to Intellectual Property Rights owned, controlled or licensed to Third Parties by non-practicing entities or patent assertion entities), and (ii) to the knowledge of Parent, since January 1, 2020, no Third Party has infringed, misappropriated or otherwise violated any material Parent Intellectual Property covering any material Parent Product marketed and sold by Parent.",2006,,,,,,,,,,,,1,o
2007,/html/body/document/type/sequence/filename/description/text/div[139]/p[12]/font[1],(b),2007,,,,,,,,,,,,1,o
2008,/html/body/document/type/sequence/filename/description/text/div[139]/p[12],"Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Parent Material Adverse Effect, since January 1, 2020, to the knowledge of Parent, as of the date of this Agreement (i) there have been no security breaches in the information technology systems of Parent nor any of its Subsidiaries, and (ii) there have been no material disruptions in any such information technology systems, that adversely affected the operations of the business of Parent or any of its Subsidiaries.",2008,,,,,,,,,,,,1,o
2009,/html/body/document/type/sequence/filename/description/text/div[139]/p[14],65,2009,,,,,,,,,,,,1,o
2011,/html/body/document/type/sequence/filename/description/text/div[141]/p[2]/font[1],Section 5.18,2011,,,,,,,,,,,,1,o
2012,/html/body/document/type/sequence/filename/description/text/div[141]/p[2]/u,Finders’ Fees,2012,,,,,,,,,,,,1,o
2013,/html/body/document/type/sequence/filename/description/text/div[141]/p[2],".  Except as set forth in Section 5.18 of the Parent Disclosure Schedule, there is no investment banker, broker, finder or other intermediary that has been retained by or is authorized to act on behalf of Parent or any of its Subsidiaries who might be entitled to any finders or similar fee or commission from Parent or any of its Affiliates in connection with the transactions contemplated by this Agreement.",2013,,,,,,,,,,,,1,o
2014,/html/body/document/type/sequence/filename/description/text/div[141]/p[4]/font[1],Section 5.19,2014,,,,,,,,,,,,1,o
2015,/html/body/document/type/sequence/filename/description/text/div[141]/p[4]/u,No Ownership of Company Common Stock,2015,,,,,,,,,,,,1,o
2016,/html/body/document/type/sequence/filename/description/text/div[141]/p[4],".  Neither Parent nor any of its Subsidiaries beneficially owns, directly or indirectly, any shares of Company Common Stock or other securities convertible into, exchangeable for or exercisable for shares of Company Common Stock, and neither Parent nor any of its Subsidiaries has any rights to acquire any shares of Company Common Stock (other than any such securities owned by Parent or any of its Subsidiaries in a fiduciary, representative or other capacity on behalf of other Persons, whether or not held in a separate account).  There are no voting trusts or other agreements or understandings to which Parent or any of its Subsidiaries is a party with respect to the voting of the capital stock or other Equity Securities of the Company or any of its Subsidiaries.",2016,,,,,,,,,,,,1,o
2017,/html/body/document/type/sequence/filename/description/text/div[141]/p[6]/font[1],Section 5.20,2017,,,,,,,,,,,,1,o
2018,/html/body/document/type/sequence/filename/description/text/div[141]/p[6]/u,Reorganization,2018,,,,,,,,,,,,1,o
2019,/html/body/document/type/sequence/filename/description/text/div[141]/p[6],".  Neither Parent nor any of its Subsidiaries has taken or agreed to take any action or knows of any fact, agreement, plan or other circumstance that is reasonably likely (i) to prevent the Mergers, taken together, from qualifying as a “reorganization” within the meaning of Section 368(a) of the Code or (ii) to cause the stockholders of the Company (other than any Excepted Stockholder) to recognize gain pursuant to Section 367(a)(1) of the Code.",2019,,,,,,,,,,,,1,o
2020,/html/body/document/type/sequence/filename/description/text/div[141]/p[8]/font[1],Section 5.21,2020,,,,,,,,,,,,1,o
2021,/html/body/document/type/sequence/filename/description/text/div[141]/p[8]/u,Financing,2021,,,,,,,,,,,,1,o
2022,/html/body/document/type/sequence/filename/description/text/div[141]/p[8],.,2022,,,,,,,,,,,,1,o
2023,/html/body/document/type/sequence/filename/description/text/div[141]/p[10]/font[1],(a),2023,,,,,,,,,,,,1,o
2024,/html/body/document/type/sequence/filename/description/text/div[141]/p[10],"Parent has delivered to the Company a true and complete copy of the fully executed bridge facility agreement, dated on or before the date of this Agreement, among Parent and certain of its Subsidiaries and the Financing Sources party thereto (including all exhibits, schedules, and annexes to such agreement in effect as of the date of this Agreement), pursuant to which such Financing Sources have committed, on the terms and subject to the conditions set forth therein, to provide the debt financing described therein in connection with the transactions contemplated hereby (the “",2024,,,,,,,,,,,,1,o
2025,/html/body/document/type/sequence/filename/description/text/div[141]/p[10]/u,Bridge Facility Agreement,2025,,,,,,,,,,,,1,o
2026,/html/body/document/type/sequence/filename/description/text/div[141]/p[10],”).,2026,,,,,,,,,,,,1,o
2027,/html/body/document/type/sequence/filename/description/text/div[141]/p[12]/font[1],(b),2027,,,,,,,,,,,,1,o
2028,/html/body/document/type/sequence/filename/description/text/div[141]/p[12],"Parent and its Subsidiaries have available to them upon funding of the Bridge Facility Agreement, and at the Closing will have available to them the funds necessary to consummate the transactions contemplated by this Agreement and to make all payments required to be made in connection therewith in an amount sufficient to enable Parent, Bidco and Merger Subs to pay in cash all amounts required to be paid by Parent, Bidco and Merger Subs in cash on the Closing Date including the payment of (i) the aggregate Cash Consideration in full in accordance with the terms of this Agreement (ii) the aggregate amount of obligations outstanding under the Credit Agreement at Closing to effect the payoff and termination of the Credit Agreement and (iii) any other amounts (including all payments, fees and expenses) required to be paid in connection with, related to or arising out of the consummation of the Mergers (collectively, the “",2028,,,,,,,,,,,,1,o
2029,/html/body/document/type/sequence/filename/description/text/div[141]/p[12]/u,Required Financing Amount,2029,,,,,,,,,,,,1,o
2030,/html/body/document/type/sequence/filename/description/text/div[141]/p[12],”).,2030,,,,,,,,,,,,1,o
2031,/html/body/document/type/sequence/filename/description/text/div[141]/p[14]/font[1],(c),2031,,,,,,,,,,,,1,o
2032,/html/body/document/type/sequence/filename/description/text/div[141]/p[14],"Notwithstanding anything in this Agreement to the contrary, Parent, Bidco, and each Merger Sub acknowledge and agree that the receipt and availability of any funds",2032,,,,,,,,,,,,1,o
2033,/html/body/document/type/sequence/filename/description/text/div[141]/p[16],66,2033,,,,,,,,,,,,1,o
2035,/html/body/document/type/sequence/filename/description/text/div[143]/p[2]/font,or financing is not a condition to Closing under this Agreement nor is it a condition to Closing under this Agreement for Parent to obtain all or any portion of the Debt Financing or any other financing.,2035,,,,,,,,,,,,1,o
2036,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/font[1],Section 5.22,2036,,,,,,,,,,,,1,o
2037,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[1],No Other Representations and Warranties,2037,,,,,,,,,,,,1,o
2038,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],.  Except for the representations and warranties made by Parent in this,2038,,,,,,,,,,,,1,o
2039,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[2],Article V,2039,,,,,,,,,,,,1,o
2040,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],(as qualified by the applicable items disclosed in the Parent Disclosure Schedule in accordance with,2040,,,,,,,,,,,,1,o
2041,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[3],Section 11.05,2041,,,,,,,,,,,,1,o
2042,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],and the introduction to this,2042,,,,,,,,,,,,1,o
2043,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[4],Article V,2043,,,,,,,,,,,,1,o
2044,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],) and in the certificate to be delivered by Parent pursuant to,2044,,,,,,,,,,,,1,o
2045,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[5],Section 9.03(c),2045,,,,,,,,,,,,1,o
2046,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],", neither Parent nor any other Person (including either Merger Sub) makes or has made any representation or warranty, expressed or implied, at law or in equity, with respect to or on behalf of Parent or its Subsidiaries, their businesses, operations, assets, liabilities, financial condition, results of operations, future operating or financial results, estimates, projections, forecasts, plans or prospects (including the reasonableness of the assumptions underlying such estimates, projections, forecasts, plans or prospects) or the accuracy or completeness of any information regarding Parent or its Subsidiaries or any other matter furnished or provided to the Company or made available to the Company in any “data rooms,” “virtual data rooms,” management presentations or in any other form in expectation of, or in connection with, this Agreement or the transactions contemplated hereby.  Parent and its Subsidiaries disclaim any other representations or warranties, whether made by Parent or any of its Subsidiaries or any of their respective Affiliates or Representatives.  Each of Parent, Bidco and each Merger Sub acknowledges and agrees that, except for the representations and warranties made by the Company in",2046,,,,,,,,,,,,1,o
2047,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[6],Article IV,2047,,,,,,,,,,,,1,o
2048,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],(as qualified by the applicable items disclosed in the Company Disclosure Schedule in accordance with,2048,,,,,,,,,,,,1,o
2049,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[7],Section 11.05,2049,,,,,,,,,,,,1,o
2050,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],and the introduction to,2050,,,,,,,,,,,,1,o
2051,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[8],Article IV,2051,,,,,,,,,,,,1,o
2052,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],) and in the certificate to be delivered by the Company pursuant to,2052,,,,,,,,,,,,1,o
2053,/html/body/document/type/sequence/filename/description/text/div[143]/p[4]/u[9],Section 9.02(c),2053,,,,,,,,,,,,1,o
2054,/html/body/document/type/sequence/filename/description/text/div[143]/p[4],", neither the Company nor any other Person is making or has made any representations or warranty, expressed or implied, at law or in equity, with respect to or on behalf of the Company or its Subsidiaries, their businesses, operations, assets, liabilities, financial condition, results of operations, future operating or financial results, estimates, projections, forecasts, plans or prospects (including the reasonableness of the assumptions underlying such estimates, projections, forecasts, plans or prospects) or the accuracy or completeness of any information regarding the Company or its Subsidiaries or any other matter furnished or provided to Parent or made available to Parent in any “data rooms,” “virtual data rooms,” management presentations or in any other form in expectation of, or in connection with, this Agreement, or the transactions contemplated hereby or thereby.  Each of Parent, Bidco and each Merger Sub specifically disclaims that it is relying on or has relied on any such other representations or warranties that may have been made by any Person, and acknowledges and agrees that the Company and its Affiliates have specifically disclaimed and do hereby specifically disclaim any such other representations and warranties.",2054,,,,,,,,,,,,1,o
2055,/html/body/document/type/sequence/filename/description/text/div[143]/p[6]/b/font,ARTICLE VI,2055,,,,,,,,,,,,1,o
2056,/html/body/document/type/sequence/filename/description/text/div[143]/p[8]/b/font,COVENANTS OF THE COMPANY,2056,,,,,,,,,,,,1,o
2057,/html/body/document/type/sequence/filename/description/text/div[143]/p[10]/font[1],Section 6.01,2057,,,,,,,,,,,,1,o
2058,/html/body/document/type/sequence/filename/description/text/div[143]/p[10]/u,Conduct of the Company,2058,,,,,,,,,,,,1,o
2059,/html/body/document/type/sequence/filename/description/text/div[143]/p[10],.,2059,,,,,,,,,,,,1,o
2060,/html/body/document/type/sequence/filename/description/text/div[143]/p[12]/font[1],(a),2060,,,,,,,,,,,,1,o
2061,/html/body/document/type/sequence/filename/description/text/div[143]/p[12],"From the date of this Agreement until the earlier of the First Effective Time and the termination of this Agreement, except (x) as prohibited or required by Applicable Law, (y) as set forth in",2061,,,,,,,,,,,,1,o
2062,/html/body/document/type/sequence/filename/description/text/div[143]/p[12]/u,Section 6.01,2062,,,,,,,,,,,,1,o
2063,/html/body/document/type/sequence/filename/description/text/div[143]/p[12],"of the Company Disclosure Schedule, or (z) as otherwise",2063,,,,,,,,,,,,1,o
2064,/html/body/document/type/sequence/filename/description/text/div[143]/p[14],67,2064,,,,,,,,,,,,1,o
2066,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/font,"required or expressly contemplated by this Agreement, unless Parent shall have given its prior written consent (which consent shall not be unreasonably withheld,",2066,,,,,,,,,,,,1,o
2067,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],"conditioned or delayed), the Company shall, and shall cause each of its Subsidiaries to, use commercially reasonable efforts to conduct its business in all material respects in the ordinary course of business and to preserve intact its business organization, keep available the services of its present key employees and maintain its existing relations and goodwill with material customers, members, suppliers, licensors, licensees and other Third Parties with whom it has material business relations;",2067,,,,,,,,,,,,1,o
2068,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[1],provided,2068,,,,,,,,,,,,1,o
2069,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],", that (i) no action by the Company or any of its Subsidiaries to the extent expressly permitted by an exception to any of",2069,,,,,,,,,,,,1,o
2070,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[2],Section 6.01(b)(i),2070,,,,,,,,,,,,1,o
2071,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],through,2071,,,,,,,,,,,,1,o
2072,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[3],Section 6.01(b)(xvi),2072,,,,,,,,,,,,1,o
2073,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],shall be a breach of this sentence and (ii) the Company’s or any of its Subsidiaries’ failure to take any action prohibited by any of,2073,,,,,,,,,,,,1,o
2074,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[4],Section 6.01(b)(i),2074,,,,,,,,,,,,1,o
2075,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],through,2075,,,,,,,,,,,,1,o
2076,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[5],Section 6.01(b)(xvi),2076,,,,,,,,,,,,1,o
2077,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],shall not be deemed to be a breach of this,2077,,,,,,,,,,,,1,o
2078,/html/body/document/type/sequence/filename/description/text/div[145]/p[2]/u[6],Section 6.01(a),2078,,,,,,,,,,,,1,o
2079,/html/body/document/type/sequence/filename/description/text/div[145]/p[2],.,2079,,,,,,,,,,,,1,o
2080,/html/body/document/type/sequence/filename/description/text/div[145]/p[4]/font[1],(b),2080,,,,,,,,,,,,1,o
2081,/html/body/document/type/sequence/filename/description/text/div[145]/p[4],"From the date of this Agreement until the earlier of the First Effective Time and the termination of this Agreement, except (x) as prohibited or required by Applicable Law, (y) as set forth in",2081,,,,,,,,,,,,1,o
2082,/html/body/document/type/sequence/filename/description/text/div[145]/p[4]/u,Section 6.01,2082,,,,,,,,,,,,1,o
2083,/html/body/document/type/sequence/filename/description/text/div[145]/p[4],"of the Company Disclosure Schedule, or (z) as otherwise required or expressly contemplated by this Agreement, without Parent’s prior written consent (which consent shall not be unreasonably withheld, conditioned or delayed), the Company shall not, and shall cause each of its Subsidiaries not to:",2083,,,,,,,,,,,,1,o
2084,/html/body/document/type/sequence/filename/description/text/div[145]/p[6]/font[1],(i),2084,,,,,,,,,,,,1,o
2085,/html/body/document/type/sequence/filename/description/text/div[145]/p[6],"adopt any change to its certificate of incorporation, bylaws or other organizational documents (whether by merger, consolidation or otherwise) (including the Company Organizational Documents);",2085,,,,,,,,,,,,1,o
2086,/html/body/document/type/sequence/filename/description/text/div[145]/p[8]/font[1],(ii),2086,,,,,,,,,,,,1,o
2087,/html/body/document/type/sequence/filename/description/text/div[145]/p[8],"(A) merge or consolidate with any other Person, other than any merger or consolidation between any Subsidiary of the Company and any other Person that does not involve the acquisition of assets, securities or property for consideration in an amount exceeding $100 million in the aggregate (including the value of any contingent payments potentially payable);",2087,,,,,,,,,,,,1,o
2088,/html/body/document/type/sequence/filename/description/text/div[145]/p[8]/u,provided,2088,,,,,,,,,,,,1,o
2089,/html/body/document/type/sequence/filename/description/text/div[145]/p[8],", that, neither the Company nor any of its Subsidiaries shall engage in any merger or consolidation that is reasonably likely to result in the acquisition or disposition of, or any restriction or obligation related to, any product, service, activity or business in the field of oncology; (B) acquire (including by merger, consolidation, or acquisition of stock or assets) any interest in any corporation, partnership, other business organization or any division thereof or any assets, securities or property, other than (1) acquisitions of assets, securities or property for consideration in an amount not to exceed $100 million in the aggregate (including the value of any contingent payments potentially payable) for all such acquisitions, (2) acquisitions of securities consistent with the Company’s investment policy in effect as of the date of this Agreement, (3) transactions (I) solely among the Company and one or more of its wholly owned Subsidiaries or (II) solely among the Company’s wholly owned Subsidiaries and (4) acquisitions of inventory or equipment in the ordinary course of business consistent with past practice (provided that any of the acquisitions or transactions described in clauses (1) through (4) shall require the prior written consent of Parent if such acquisition or transaction would, individually or in the aggregate, reasonably be expected to prevent or materially delay the consummation of the transactions contemplated by this agreement) or (C) adopt a plan of complete or partial liquidation, dissolution, recapitalization or restructuring;",2089,,,,,,,,,,,,1,o
2090,/html/body/document/type/sequence/filename/description/text/div[145]/p[10],68,2090,,,,,,,,,,,,1,o
2092,/html/body/document/type/sequence/filename/description/text/div[147]/p[2]/font[1],(iii),2092,,,,,,,,,,,,1,o
2093,/html/body/document/type/sequence/filename/description/text/div[147]/p[2],"(A) split, combine or reclassify any shares of its capital stock (other than transactions (1) solely among the Company and one or more of its wholly owned Subsidiaries or (2) solely among the Company’s wholly owned Subsidiaries), (B) amend any term or alter any rights of any of the outstanding Equity Securities of the Company, (C) declare, set aside or pay any dividend or make any other distribution (whether in cash, stock, property or any combination thereof) in respect of any shares of its capital stock or other Equity Securities, other than dividends or distributions by a Subsidiary of the Company to the Company or a wholly owned Subsidiary of the Company, or (D) redeem, repurchase, cancel or otherwise acquire or offer to redeem, repurchase, or otherwise acquire any of its Equity Securities or any Equity Securities of any Subsidiary of the Company, other than repurchases of shares of Company Common Stock in connection with the exercise of Company Stock Options or the vesting or settlement of Company RSU Awards or Company PSU Awards (including in satisfaction of any amounts required to be deducted or withheld under Applicable Law), in each case outstanding as of the date of this Agreement in accordance with the present terms of such Company Equity Awards or granted after the date of this Agreement to the extent permitted by this Agreement;",2093,,,,,,,,,,,,1,o
2094,/html/body/document/type/sequence/filename/description/text/div[147]/p[4]/font[1],(iv),2094,,,,,,,,,,,,1,o
2095,/html/body/document/type/sequence/filename/description/text/div[147]/p[4],"issue, deliver or sell, or authorize the issuance, delivery or sale of, any shares of its capital stock or any other Equity Securities, other than (A) the issuance of any shares of Company Common Stock upon the exercise of Company Stock Options or the vesting or settlement of shares of Company RSU Awards or Company PSU Awards that are, in each case outstanding as of the date of this Agreement in accordance with the present terms of such Company Equity Awards or granted after the date of this Agreement to the extent permitted by this Agreement, (B) the issuance of shares of Company Common Stock on the exercise of purchase rights under the Company ESPP in accordance with",2095,,,,,,,,,,,,1,o
2096,/html/body/document/type/sequence/filename/description/text/div[147]/p[4]/u,Section 2.07(f),2096,,,,,,,,,,,,1,o
2097,/html/body/document/type/sequence/filename/description/text/div[147]/p[4],"or (C) with respect to Equity Securities of any Subsidiary of the Company, in connection with transactions (1) solely among the Company and one or more of its wholly owned Subsidiaries or (2) solely among the Company’s wholly owned Subsidiaries;",2097,,,,,,,,,,,,1,o
2098,/html/body/document/type/sequence/filename/description/text/div[147]/p[6]/font[1],(v),2098,,,,,,,,,,,,1,o
2099,/html/body/document/type/sequence/filename/description/text/div[147]/p[6],"authorize, make or incur any capital expenditures or obligations or liabilities in connection therewith, other than (A) from the date of this Agreement through December 2, 2021, (1) any capital expenditures contemplated by the capital expenditure budget of the Company and its Subsidiaries made available to Parent prior to the date of this Agreement and (2) capital expenditures (I) for an expenditure for which there is an individual line item, not in excess of 20% above the annual amount contemplated by such line item in such capital expenditure budget and (II) in any event, not in excess in the aggregate of 20% above the aggregate annual amount contemplated by such capital expenditure budget and (B) for 2022, capital expenditures not exceeding 20% above the aggregate quarterly amount set forth in such capital expenditure budget for the fourth quarter of 2021;",2099,,,,,,,,,,,,1,o
2100,/html/body/document/type/sequence/filename/description/text/div[147]/p[8]/font[1],(vi),2100,,,,,,,,,,,,1,o
