,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
1386,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[2],"that, with respect to any such correspondence sent or received by the Company or any Subsidiary prior to the Reference Date, the representations and warranties contained in this sentence shall be to the knowledge of the Company.",1387,,,,,,,,,,,,1,o
1387,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[3],"(c) Since the Reference Date, the Company and each Subsidiary has obtained each federal, state, county, local or foreign governmental consent,
license, permit, grant, registration, certificate of public convenience and necessity or other authorization of a Governmental Entity (i) pursuant to which the Company or any Subsidiary currently operates or holds any interest in any of its
material assets or properties or (ii) that is required for the operation of the Business or the holding of any such interest (all of the foregoing consents, licenses, permits, grants, registrations, certificates of public convenience and
necessity, and other authorizations, collectively, the “",1388,,,,,,,,,,,,1,o
1388,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[3]/b/i,Company Authorizations,1389,,,,,,,,,,,,1,o
1389,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[3],"”), and all of the Company Authorizations are in full force and effect, except where the failure to obtain or maintain such Company Authorizations
would not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect. The Company and the Subsidiaries are in compliance with the terms of the Company Authorizations, except where failure to be in compliance would
not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect. Since the Reference Date until the Original Agreement Date, neither the Company nor any Subsidiary has received any written, or to the knowledge of the
Company, oral, notice from any Governmental Entity regarding (A) any violation of a Company Authorization, any audit, inquiry or investigation concerning compliance with any Company Authorization, or any failure to comply with any term or
requirement of any Company Authorization or (B) any revocation, withdrawal, suspension, cancellation, termination or modification of, any Company Authorization, except, in each case, where failure to be in compliance would not, individually or
in the aggregate, reasonably be expected to have a Material Adverse Effect.",1390,,,,,,,,,,,,1,o
1390,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[5],24,1391,/html/body/document/type/sequence/filename/description/text/center[29]/div/p[5],24,n,135.0,"[0.3601520493175507, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,181.0,0.3601520493175507,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
1391,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1],2.8.,1392,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1],2.8.,ssn,136.0,"[0.36098910838437753, 0.2393284722222222, 0.013888888888888888, 0.00029543261182124356]",1.0,182.0,0.36098910838437753,0.2393284722222222,0.013888888888888888,0.00029543261182124356,0,s_ssn
1392,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1]/u,Title to Assets; Real Property,1393,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1]/u,Title to Assets; Real Property,sst,137.0,"[0.36098910838437753, 0.2553659722222222, 0.11040555555555556, 0.00029543261182124356]",1.0,183.0,0.36098910838437753,0.2553659722222222,0.11040555555555556,0.00029543261182124356,0,s_sst
1393,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[1],.,1394,,,,,,,,,,,,1,o
1394,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[2],"(a) Excluding intellectual property that is covered by Section 2.9, each of the Company and each Subsidiary has good and valid title to
all of their respective material properties, interests in properties and assets, real and personal, reflected on the Company Balance Sheet as being owned by the Company or one of its Subsidiaries (except properties, interests in properties and
assets sold or otherwise disposed of since the Company Balance Sheet Date in the Ordinary Course of Business), or, with respect to leased material properties and assets, valid leasehold interests in such material properties and assets that afford
the Company or such Subsidiary leasehold possession of the properties and assets that are the subject of the leases, in each case, free and clear of all Encumbrances other than Permitted Encumbrances.",1395,,,,,,,,,,,,1,o
1395,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[3],"(b) Neither the Company nor any Subsidiary owns any real property or interests in real property. Schedule 2.8(b) of the Company Disclosure
Letter is a true, correct and complete list, as of the Original Agreement Date, of all real property and interests in real property leased by the Company or any Subsidiary that is material to the Company and its Subsidiaries, taken as a whole (each
such property or interest, “",1396,,,,,,,,,,,,1,o
1396,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[3]/b/i,Leased Real Property,1397,,,,,,,,,,,,1,o
1397,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[3],"”). With respect to Leased Real Property, neither the Company nor any Subsidiary has (i) subleased, licensed or otherwise granted any Person the right to use or occupy such
Leased Real Property or any portion thereof, or (ii) collaterally assigned or granted any other security interest in any such leasehold estate or any interest therein, in each case in a manner that would interfere in any material respect with
the Company’s use of such Leased Real Property in the Ordinary Course of Business. The Company has made available to Parent true, correct and complete copies of all leases, subleases and other Contracts under which the Company and/or any
Subsidiary uses or occupies or has the right to use or occupy, now or in the future, any Leased Real Property, including all modifications, amendments and supplements thereto.",1398,,,,,,,,,,,,1,o
1398,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[4],"(c) Except as would not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect, the plant, property and
equipment of the Company and each Subsidiary that are used in the operations of the Business are (i) suitable for the uses to which they are currently employed, (ii) in good operating condition and repair, subject to normal wear and tear,
(iii) regularly and properly maintained substantially consistent with the practices of similarly situated companies in the industry in which the Company operates, (iv) not obsolete, dangerous or in need of renewal or replacement, except
for renewal or replacement in the Ordinary Course of Business and (v) to the knowledge of the Company, free from any material defects.",1399,,,,,,,,,,,,1,o
1399,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[5],2.9.,1400,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[5],2.9.,ssn,141.0,"[0.3684930967246371, 0.2393284722222222, 0.013888888888888888, 0.00029543261182124356]",1.0,187.0,0.3684930967246371,0.2393284722222222,0.013888888888888888,0.00029543261182124356,0,s_ssn
1400,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[5]/u,Intellectual Property,1401,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[5]/u,Intellectual Property,sst,142.0,"[0.3684930967246371, 0.25552847222222225, 0.07754444444444444, 0.00029543261182124356]",1.0,188.0,0.3684930967246371,0.25552847222222225,0.07754444444444444,0.00029543261182124356,0,s_sst
1401,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[5],.,1402,,,,,,,,,,,,1,o
1402,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[6],"(a) As used in this Agreement, the following terms shall have the meanings indicated below:",1403,,,,,,,,,,,,1,o
1403,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[7],(i) “,1404,,,,,,,,,,,,1,o
1404,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[7]/b/i,Company Intellectual Property,1405,,,,,,,,,,,,1,o
1405,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[7],"” means any and all Company-Owned Intellectual Property and any and
all Third-Party Intellectual Property that is licensed by the Company or any Subsidiary.",1406,,,,,,,,,,,,1,o
1406,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[8],(ii) “,1407,,,,,,,,,,,,1,o
1407,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[8]/b/i,"Company
Intellectual Property Agreements",1408,,,,,,,,,,,,1,o
1408,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[8],"” means any Contract to which the Company or any Subsidiary is a party or is otherwise bound and (A) pursuant to which the Company or any Subsidiary has granted any rights with respect to any Company
Intellectual Property or has been granted any rights with respect to any Third-Party Intellectual Property, or (B) that otherwise governs any Company Intellectual Property.",1409,,,,,,,,,,,,1,o
1409,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[9],(iii) “,1410,,,,,,,,,,,,1,o
1410,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[9]/b/i,Company-Owned Intellectual Property,1411,,,,,,,,,,,,1,o
1411,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[9],"” means any and all Intellectual Property that is owned or
purported to be owned by or exclusively licensed to the Company or any Subsidiary.",1412,,,,,,,,,,,,1,o
1412,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[11],25,1413,/html/body/document/type/sequence/filename/description/text/center[30]/div/p[11],25,n,144.0,"[0.37241250270813225, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,190.0,0.37241250270813225,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
1413,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[1],(iv) “,1414,,,,,,,,,,,,1,o
1414,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[1]/b/i,Company Products,1415,,,,,,,,,,,,1,o
1415,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[1],"” means all products or
services produced, marketed, licensed, sold, distributed or performed by or on behalf of the Company or any Subsidiary and all products or services currently under development by the Company or any Subsidiary.",1416,,,,,,,,,,,,1,o
1416,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[2],(v) “,1417,,,,,,,,,,,,1,o
1417,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[2]/b/i,Company Registered Intellectual Property Rights,1418,,,,,,,,,,,,1,o
1418,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[2],"” means all United States, international and
foreign: (A) patents and patent applications (including provisional applications), (B) registered trademarks or service marks, applications to register trademarks or service marks,",1419,,,,,,,,,,,,1,o
1419,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[2]/font/font,intent-to-use,1420,,,,,,,,,,,,1,o
1420,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[2],"applications or other registrations or applications related to trademarks or service marks, (C) registered Internet domain names, (D) registered
copyrights and applications for copyright registration and (E) any other Intellectual Property Rights that are the subject of an application, certificate, filing, registration or other document issued, filed with or recorded by any governmental
authority owned by, registered or filed in the name of, the Company or any of the Subsidiaries.",1421,,,,,,,,,,,,1,o
1421,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3],(vi) “,1422,,,,,,,,,,,,1,o
1422,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3]/b/i,"Company
Source Code",1423,,,,,,,,,,,,1,o
1423,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[3],"” means, collectively, any software source code, confidential designs or schematics for electronic circuits, or their equivalent, including GDSII, OASIS and RTL design files, mask works, any material portion or aspect of any
of the foregoing, mask works, or any material proprietary information or algorithm contained in or relating to any of the foregoing for any Company-Owned Intellectual Property or Company Products.",1424,,,,,,,,,,,,1,o
1424,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[4],(vii) “,1425,,,,,,,,,,,,1,o
1425,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[4]/b/i,Intellectual Property,1426,,,,,,,,,,,,1,o
1426,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[4],"” means (A) Intellectual Property Rights and (B) Proprietary
Information and Technology.",1427,,,,,,,,,,,,1,o
1427,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5],(viii) “,1428,,,,,,,,,,,,1,o
1428,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5]/b/i,Intellectual Property Rights,1429,,,,,,,,,,,,1,o
1429,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5],"” means any and all of the
following and all rights in, arising out of, or associated therewith, throughout the world: patents, utility models and applications therefor and all reissues, divisions,",1430,,,,,,,,,,,,1,o
1430,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5]/font[1],"re-examinations,",1431,,,,,,,,,,,,1,o
1431,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5],"renewals, extensions,
provisionals, continuations and",1432,,,,,,,,,,,,1,o
1432,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5]/font[2]/font,continuations-in-part,1433,,,,,,,,,,,,1,o
1433,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[5],"thereof, and equivalent or similar rights in inventions and discoveries anywhere in the world, including invention
disclosures, common law and statutory rights associated with trade secrets, confidential and proprietary information and know how, industrial designs and any registrations and applications therefor, trade names, logos, trade dress, trademarks and
service marks, trademark and service mark registrations, trademark and service mark applications, and any and all goodwill associated with and symbolized by the foregoing items, Internet domain name applications and registrations, Internet and World
Wide Web URLs or addresses, copyrights, copyright registrations and applications therefor, and all other rights corresponding thereto, mask works, mask work registrations and applications therefor, and any equivalent or similar rights in
semiconductor masks, layouts, architectures or topology, moral and economic rights of authors and inventors, however denominated, and any similar or equivalent rights to any of the foregoing.",1434,,,,,,,,,,,,1,o
1434,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[6],(ix) “,1435,,,,,,,,,,,,1,o
1435,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[6]/b/i,Proprietary Information and Technology,1436,,,,,,,,,,,,1,o
1436,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[6],"” means any and all of the following: works of authorship,
computer programs, Company Source Code and executable code, whether embodied in software, firmware or otherwise, assemblers, applets, compilers, user interfaces, application programming interfaces, protocols, architectures, documentation,
annotations, comments, designs, files, records, schematics, netlists, test methodologies, test vectors, emulation and simulation tools and reports, hardware development tools, models, tooling, prototypes, breadboards and other devices, data, data
structures, databases, data compilations and collections, inventions (whether or not patentable), invention disclosures, discoveries, improvements, technology, technical data, proprietary and confidential ideas and information,",1437,,,,,,,,,,,,1,o
1437,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[6]/font,know-how,1438,,,,,,,,,,,,1,o
1438,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[6],"and information maintained as trade secrets, tools, concepts, techniques, methods, processes, formulae, patterns, algorithms and specifications, customer lists and supplier lists and any and all
instantiations or embodiments of the foregoing or any Intellectual Property Rights in any form and embodied in any media.",1439,,,,,,,,,,,,1,o
1439,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[8],26,1440,/html/body/document/type/sequence/filename/description/text/center[31]/div/p[8],26,n,145.0,"[0.3840426998601619, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,191.0,0.3840426998601619,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
1440,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],(x) “,1441,,,,,,,,,,,,1,o
1441,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/b[1]/i,Standard Inbound IP Agreements,1442,,,,,,,,,,,,1,o
1442,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],” means:,1443,,,,,,,,,,,,1,o
1443,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/font[1],(A) non-disclosure,1444,,,,,,,,,,,,1,o
1444,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],"agreements granting a limited right to use confidential information entered into by the Company or a Subsidiary in the Ordinary Course of Business (each, a “",1445,,,,,,,,,,,,1,o
1445,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/b[2]/i,"Standard
NDA",1446,,,,,,,,,,,,1,o
1446,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],"”), (B)",1447,,,,,,,,,,,,1,o
1447,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/font[2],non-exclusive,1448,,,,,,,,,,,,1,o
1448,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],"trademark licenses, (C) “shrink wrap” and other",1449,,,,,,,,,,,,1,o
1449,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1]/font[3],non-exclusive,1450,,,,,,,,,,,,1,o
1450,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[1],"license agreements for generally commercially available
software or for application service provider, “software as a service” or similar services, that is not redistributed with, bundled with, or integrated into the Company Products and for which the Company has paid no more than $100,000 in
any year and (D) licenses for Open Source Materials.",1451,,,,,,,,,,,,1,o
1451,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2],(xi) “,1452,,,,,,,,,,,,1,o
1452,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2]/b/i,Standard Outbound IP Agreements,1453,,,,,,,,,,,,1,o
1453,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2],"”
means: (A) Standard NDAs, (B) maintenance and support and professional services Contracts for Company Products entered into between the Company or any Subsidiary and their customers, and",1454,,,,,,,,,,,,1,o
1454,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2]/font,(C) non-exclusive,1455,,,,,,,,,,,,1,o
1455,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[2],"object code licenses, sales or services agreements for Company Products entered into by the Company or a Subsidiary, in each case of clauses (A) through (C) in the Ordinary Course
of Business (I) substantially on the Company’s or a Subsidiary’s standard form(s) of customer agreement (copies of which have been made available to Parent) or (II) on terms and conditions that do not materially deviate from such
form(s).",1456,,,,,,,,,,,,1,o
1456,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3],(xii) “,1457,,,,,,,,,,,,1,o
1457,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3]/b/i,Third-Party Intellectual Property,1458,,,,,,,,,,,,1,o
1458,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[3],"” means any and all Intellectual Property owned
by a third party.",1459,,,,,,,,,,,,1,o
1459,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[4],"(b) The Company and the Subsidiaries own or have the valid right or license to all material Intellectual Property used
or incorporated into the Company Products or otherwise used in any material respect the conduct of the Business.",1460,,,,,,,,,,,,1,o
1460,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[5],"(c) Neither the Company
nor any Subsidiary has transferred ownership of, or agreed to transfer ownership of, any Intellectual Property to any third party, and the Company and the Subsidiaries own and have good and exclusive title to each item of Company-Owned Intellectual
Property free and clear of any Encumbrances (other than Permitted Encumbrances).",1461,,,,,,,,,,,,1,o
1461,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[6],"(d) Schedule 2.9(d) of the Company Disclosure Letter
lists, as of the Original Agreement Date, all Company Registered Intellectual Property Rights, including the jurisdictions in which each such Company Registered Intellectual Property Right has been issued or registered or in which any application
for such issuance and registration has been filed, or in which any other filing or recordation has been made. Each item of Company Registered Intellectual Property Rights is, (i) to the knowledge of the Company, valid (or in the case of
applications, applied for) and subsisting, and (ii) all registration, maintenance and renewal fees currently due in connection with such Company Registered Intellectual Property Rights have been paid and all documents, recordations and
certificates in connection with such Company Registered Intellectual Property Rights currently required to be filed have been filed with the applicable patent, copyright, trademark or other authorities in the United States or foreign jurisdictions,
as the case may be, for the purposes of prosecuting, maintaining and perfecting such Company Registered Intellectual Property Rights and recording the Company’s and the Subsidiaries’ ownership interests therein.",1462,,,,,,,,,,,,1,o
1462,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[7],"(e) The consummation of the Transactions will not result in the breach, modification, cancellation, termination, suspension of, or acceleration
of any performance, benefit, remedy or payment with respect to any Company Intellectual Property Agreement, or give any third party the right to do any of the foregoing or receive any such performance, benefit, remedy or payments. None of the
Company",1463,,,,,,,,,,,,1,o
1463,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[9],27,1464,/html/body/document/type/sequence/filename/description/text/center[32]/div/p[9],27,n,150.0,"[0.39460933960963507, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,196.0,0.39460933960963507,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
1464,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[1],"Intellectual Property Agreements grant any exclusive rights to or under any Company Intellectual Property to any third party. There are no pending material disputes between the Company, or any of
the Subsidiaries, and any third party regarding the scope of any Company Intellectual Property Agreements or performance under any Company Intellectual Property Agreements, including with respect to any payments to be made or received by the Company
or any Subsidiary thereunder, and neither the Company nor any Subsidiary has any Liability for breach of any Company Intellectual Property Agreement. No third party that has licensed Intellectual Property to the Company or any Subsidiary has
ownership or license rights to improvements or derivative works of such Third-Party Intellectual Property that are made by the Company or any Subsidiary, other than any such ownership or license rights to “feedback” provided by the Company
or a Subsidiary, except as would not, individually or in the aggregate, reasonably be expected to be material to the Company or the Business. Following the Closing, the Surviving Corporation will be permitted to exercise all of the Company’s
and the Subsidiaries’ rights under the Company Intellectual Property Agreements without the payment of any additional amounts or consideration other than ongoing fees, royalties or payments that the Company or any Subsidiary would be otherwise
required to pay.",1465,,,,,,,,,,,,1,o
1465,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],"(f) There are no royalties, honoraria, fees or other payments payable by the Company or any of the Subsidiaries to any
Person (other than salaries, fees and other consideration payable to employees, consultants and independent contractors not contingent on or related to use of their work product) as a result of the ownership, use, possession,",1466,,,,,,,,,,,,1,o
1466,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2]/font[1],"license-in,",1467,,,,,,,,,,,,1,o
1467,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2]/font[2],"license-out,",1468,,,,,,,,,,,,1,o
1468,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[2],"sale, marketing, advertising or disposition of any Company Intellectual Property by the Company or any of the Subsidiaries.",1469,,,,,,,,,,,,1,o
1469,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[3],"(g) To the knowledge of the Company, there is no unauthorized use, unauthorized disclosure, infringement or misappropriation of any
Company-Owned Intellectual Property by any third party. Neither the Company nor any Subsidiary has brought any Legal Proceeding for infringement or misappropriation of any Intellectual Property Right or breach of any Company Intellectual Property
Agreement.",1470,,,,,,,,,,,,1,o
1470,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[4],"(h) Neither the Company nor any Subsidiary has since January 1, 2017 through the Original Agreement Date been sued in any
Legal Proceeding (or received any written notice or, to the knowledge of the Company, threat) that involves a claim of infringement or misappropriation of any Intellectual Property Right of any third party or that contests the validity, ownership or
right of the Company or any Subsidiary to exercise any Intellectual Property Right. Neither the Company nor any Subsidiary has received any written communication since January 1, 2017 through the Original Agreement Date that involves an offer
to license or grant any other rights or immunities under any Intellectual Property Right of a third party, or that alleges that any Company Products or the conduct of the Business infringes any Intellectual Property Rights of any third party.",1471,,,,,,,,,,,,1,o
1471,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[5],"(i) Since the Reference Date, the Company and the Subsidiaries have not incurred any material Liability (excluding any unknown Liability) for
infringement or misappropriation of any Third-Party Intellectual Property or for unfair competition or unfair trade practices under the laws of any jurisdiction. In addition, to the knowledge of the Company, the operation of the Business, including
(i) the design, development, manufacturing, marketing, licensing, sale, distribution and/or use of any Company Product and (ii) the Company’s or any Subsidiary’s use of any product, device or process in the Company Products or
the conduct of the Business, has not infringed or misappropriated, does not and, when conducted in substantially the same manner following the Closing, will not infringe or misappropriate any Third-Party Intellectual Property, and does not
constitute unfair competition or unfair trade practices under the laws of any jurisdiction in which the Company or any Subsidiary conducts its Business, and, to the knowledge of the Company, there is no substantial basis for any such claim. Neither
the Company nor any Subsidiary has received any written or oral opinion of counsel that any Company Product or the operation of the Business does or does not infringe, misappropriate or violate any Intellectual Property Right of a third party or
that any Intellectual Property Right of a third party is invalid or unenforceable.",1472,,,,,,,,,,,,1,o
1472,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[7],28,1473,/html/body/document/type/sequence/filename/description/text/center[33]/div/p[7],28,n,157.0,"[0.4063872530675753, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,201.0,0.4063872530675753,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
1473,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[1],"(j) No Company-Owned Intellectual Property or Company Product is subject to, as of the
Original Agreement Date, any Legal Proceeding, outstanding Order or “march in” right that restricts in any manner the use, transfer or licensing thereof by the Company or any Subsidiary or that affects the validity, use or enforceability
of any such Company-Owned Intellectual Property.",1474,,,,,,,,,,,,1,o
1474,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2],"(k) The Company and each Subsidiary has secured from each of their founders, employees,
consultants and independent contractors who independently or jointly contributed to or participated in the contribution, conception, reduction to practice, creation or development of any Intellectual Property for the Company or any Subsidiary (each,
an “",1475,,,,,,,,,,,,1,o
1475,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2]/b/i,Author,1476,,,,,,,,,,,,1,o
1476,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2],"”) unencumbered, unrestricted and exclusive ownership of all Intellectual Property Rights in such contributions and has obtained a waiver from each such Author of any",1477,,,,,,,,,,,,1,o
1477,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2]/font,non-assignable,1478,,,,,,,,,,,,1,o
1478,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[2],"rights to the extent permitted by Applicable Legal Requirements. No such Author has retained any rights, licenses, claims or interest with respect to any Intellectual Property developed by such
Author or the Company or any Subsidiary.",1479,,,,,,,,,,,,1,o
1479,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[3],"(l) To the knowledge of the Company, no current or former employee, consultant or independent
contractor of the Company or any Subsidiary: (i) is in material violation of any term or covenant of any Contract relating to employment, invention disclosure (including patent disclosure), invention assignment,",1480,,,,,,,,,,,,1,o
1480,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[3]/font,non-disclosure,1481,,,,,,,,,,,,1,o
1481,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[3],"or any other Contract with any other party by virtue of such employee’s, consultant’s or independent contractor’s being employed by, or performing services for, the Company or any
Subsidiary or using trade secrets or proprietary information of others without permission, or (ii) has developed any technology, software or other copyrightable, patentable or otherwise proprietary work for the Company or any Subsidiary that is
subject to any agreement under which such employee, consultant or independent contractor has assigned or otherwise granted to any third party any rights (including Intellectual Property Rights) in or to such technology, software or other
copyrightable, patentable or otherwise proprietary work.",1482,,,,,,,,,,,,1,o
1482,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[4],"(m) To the knowledge of the Company, the employment of any employee of the
Company or any Subsidiary or the use by the Company or any Subsidiary of the services of any consultant or independent contractor does not subject the Company or any Subsidiary to any material Liability to any third party for improperly soliciting
such employee, consultant or independent contractor to work for or provide services to the Company or any Subsidiary, whether such Liability is based on contractual or other legal obligations to such third party.",1483,,,,,,,,,,,,1,o
1483,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[5],"(n) To the extent any Third Party Intellectual Property Rights are incorporated into, integrated or bundled with in any of the Company
Products, the Company and the Subsidiaries have a written agreement with such third party with respect thereto pursuant to which the Company or a Subsidiary (i) have obtained ownership of such Intellectual Property or (ii) have obtained
licenses sufficient for the conduct of its Business with respect to such Company Products to all such Third Party Intellectual Property Rights.",1484,,,,,,,,,,,,1,o
1484,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],"(o) The Company and the Subsidiaries have taken commercially reasonable steps to protect and preserve the confidentiality of all confidential
or trade secret information of the Company or provided by any third party to the Company (“",1485,,,,,,,,,,,,1,o
1485,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6]/b/i,Confidential Information,1486,,,,,,,,,,,,1,o
1486,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[6],"”). All current and former employees and contractors (including suppliers) of the Company and the Subsidiaries
and any third party having access to Confidential Information have executed and delivered to the Company a written agreement regarding the protection of such Confidential Information or are otherwise bound by obligations of confidentiality.",1487,,,,,,,,,,,,1,o
1487,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[8],29,1488,/html/body/document/type/sequence/filename/description/text/center[34]/div/p[8],29,n,164.0,"[0.4174068894885077, 0.4953666666666666, 0.009261041666666667, 0.00029543261182124356]",1.0,208.0,0.4174068894885077,0.4953666666666666,0.009261041666666667,0.00029543261182124356,0,s_n
